psraid;usr_r;sex;q10c;q14a;q14b;q14c;q14d;q14e;q14g;q14h;q17a;q17b;q17c;q17d;q17e;q17f;q17g;q18;q20;q22a;q22b;q22c;q22d;q22e;q24;q25;q26;q29;age;mar;educ;empl;inc;mobileprice
103548;Rural;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;Married;Some college, no 4-year degree (includes associate degree);Retired;$20,000 to under $30,000;182,6
103568;Urban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this;No; ; ;79;Married;High school graduate (grade 12 or GED certificate);Not employed for pay;$10,000 to under $20,000;182,7
103571;Suburban;Male;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;10; ;Agree;Agree;Agree;Disagree;Disagree;No, have never done this;Yes; ; ;46;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$100,000 to under $150,000;182,8
103575;Rural;Female;Yes;No;Yes;No;No;No;Yes;No; ; ; ; ; ; ; ;2;1;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;56;Widowed;Some college, no 4-year degree (includes associate degree);Employed part-time;Less than $10,000;182,9
103578;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;2; ;Agree;Neither agree nor disagree/Agree some-Disagree some;Disagree;Disagree;Agree;No, have never done this;No; ; ;76;Widowed;High school graduate (grade 12 or GED certificate);Retired;Less than $10,000;183,1
103596;Rural;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;56;Single;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Retired;$50,000 to under $75,000;183,3
103600;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;72;Married;High school graduate (grade 12 or GED certificate);Retired;$30,000 to under $40,000;183,3
103612;Suburban;Male;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;12;2;Agree;Agree;Disagree;Agree;Agree;Yes, have done this;Yes;10;Only download apps that are free;38;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$150,000 or more;183,4
103622;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70;Widowed;High school graduate (grade 12 or GED certificate);Retired;Less than $10,000;183,4
103624;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;No; ; ;80;Widowed;High school graduate (grade 12 or GED certificate);Retired; ;183,5
103626;Rural;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ;57;Divorced;High school graduate (grade 12 or GED certificate);Retired; ;183,5
103646;Urban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;3; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;Yes;1; ;35;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$150,000 or more;183,5
103647;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;No; ; ;62;Married;College graduate (B.S., B.A., or other 4-year degree);Retired; ;183,7
103657;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Neither agree nor disagree/Agree some-Disagree some;Neither agree nor disagree/Agree some-Disagree some;Neither agree nor disagree/Agree some-Disagree some;Disagree;Agree;No, have never done this;No; ; ;55;Married;College graduate (B.S., B.A., or other 4-year degree);Have own business/self-employed;$40,000 to under $50,000;183,7
103663;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;36;Never been married;High school graduate (grade 12 or GED certificate);Not employed for pay;Less than $10,000;183,8
103669;Urban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;5; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;60;Widowed;College graduate (B.S., B.A., or other 4-year degree);Employed full-time; ;183,8
103670;Rural;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;74;Married;High school graduate (grade 12 or GED certificate);Retired;$20,000 to under $30,000;183,9
103671;Urban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;45;Living with a partner;High school graduate (grade 12 or GED certificate);Disabled;$20,000 to under $30,000;184
103680;Rural;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;Married;Some college, no 4-year degree (includes associate degree); ;$40,000 to under $50,000;184,1
103682;Rural;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;10; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ;51;Married;Some college, no 4-year degree (includes associate degree);Have own business/self-employed;$20,000 to under $30,000;184,1
103684;Suburban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;4; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;69;Married;High school graduate (grade 12 or GED certificate);Retired; ;184,1
103695;Rural;Male;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;3; ;Agree;Agree;Disagree;Disagree;Disagree;No, have never done this; ; ; ;57;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$75,000 to under $100,000;184,2
103732;Suburban;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;0;0;Agree;Disagree;Agree;Disagree;Agree;No, have never done this; ; ; ;64;Married;Some college, no 4-year degree (includes associate degree);Retired;$75,000 to under $100,000;184,3
103743;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;10; ;Agree;Agree;Neither agree nor disagree/Agree some-Disagree some;Neither agree nor disagree/Agree some-Disagree some;Agree;No, have never done this;No; ; ;60;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$100,000 to under $150,000;184,4
103753;Suburban;Female;Yes;No;No;No;No;No;Yes;No; ; ; ; ; ; ; ;10; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;65;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$30,000 to under $40,000;184,4
103775;Urban;Male;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;30;2;Agree;Agree;Agree;Disagree;Agree;No, have never done this;Yes; ; ;55;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Employed full-time;$100,000 to under $150,000;184,6
103778;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;32;Separated;Some college, no 4-year degree (includes associate degree);Not employed for pay;$10,000 to under $20,000;184,6
103779;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;15; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;51;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$75,000 to under $100,000;184,6
103797;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;10; ;Agree;Agree;Agree;Disagree;Disagree;No, have never done this;No; ; ;79;Married;Some college, no 4-year degree (includes associate degree);Retired;$100,000 to under $150,000;184,7
103803;Rural;Male;Yes;No;Yes;No;No;No;Yes;No; ; ; ; ; ; ; ;5;2;Disagree;Disagree;Agree;Disagree;Agree;No, have never done this;Yes; ; ;37;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$75,000 to under $100,000;184,7
103806;Urban;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;2;10;Agree;Agree;Disagree;Disagree;Agree;Yes, have done this;Yes;5;Only download apps that are free;31;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$75,000 to under $100,000;184,7
103807;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Neither agree nor disagree/Agree some-Disagree some;Disagree;Disagree;Disagree; ;No, have never done this;No; ; ;79;Never been married;College graduate (B.S., B.A., or other 4-year degree);Retired; ;184,7
103812;Suburban;Male;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;71;Married;High school incomplete (grades 9-11);Retired;$50,000 to under $75,000;184,8
103814;Urban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;No; ; ;86;Married;High school graduate (grade 12 or GED certificate);Retired;$50,000 to under $75,000;184,9
103815;Suburban;Male;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;70;Widowed;Some college, no 4-year degree (includes associate degree);Retired;$50,000 to under $75,000;185,1
103816;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ; ; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ; ;Married; ; ; ;185,2
103817;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87;Widowed;High school graduate (grade 12 or GED certificate);Retired;$10,000 to under $20,000;185,3
103818;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;Widowed;High school graduate (grade 12 or GED certificate);Retired;$20,000 to under $30,000;185,4
103823;Suburban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;2; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this; ; ; ;40;Widowed;High school incomplete (grades 9-11);Disabled; ;185,5
103826;Urban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;28;Never been married;High school incomplete (grades 9-11);Employed part-time;$20,000 to under $30,000;185,5
103827;Urban;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;4;0;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;66;Divorced;College graduate (B.S., B.A., or other 4-year degree);Have own business/self-employed;$40,000 to under $50,000;185,6
103838;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;50;Separated;High school graduate (grade 12 or GED certificate);Employed part-time;$10,000 to under $20,000;185,7
103839;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;2; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;82;Widowed;High school graduate (grade 12 or GED certificate);Retired;$10,000 to under $20,000;185,7
103843;Rural;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;56;Widowed;High school graduate (grade 12 or GED certificate);Have own business/self-employed;$10,000 to under $20,000;185,7
103844;Rural;Male;Yes;No;Yes;No;No;No;No;No; ; ; ; ; ; ; ;1;1;Agree;Agree;Agree;Agree;Agree;No, have never done this;No; ; ;44;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$40,000 to under $50,000;185,7
103845;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Agree;Agree;Disagree;Agree;Phone can NOT download apps;No; ; ;70;Married;High school graduate (grade 12 or GED certificate);Retired; ;185,7
103846;Rural;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;78;Widowed;High school graduate (grade 12 or GED certificate);Retired;$10,000 to under $20,000;185,9
103854;Urban;Female;Yes;No;Yes;No;No;No;No;No; ; ; ; ; ; ; ;4;10;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;25;Married;Some college, no 4-year degree (includes associate degree);Student;Less than $10,000;185,9
103855;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this; ; ; ;76;Widowed;High school graduate (grade 12 or GED certificate);Not employed for pay;$20,000 to under $30,000;185,9
103856;Suburban;Female;Yes;No;Yes;No;No;No;No;No; ; ; ; ; ; ; ;0;0;Agree;Agree;Neither agree nor disagree/Agree some-Disagree some;Disagree;Agree;No, have never done this;No; ; ;49;Married;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$150,000 or more;186
103858;Urban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;No; ; ;48;Married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$10,000 to under $20,000;186
103861;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;81;Married;High school graduate (grade 12 or GED certificate);Retired;$20,000 to under $30,000;186,1
103867;Urban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;No; ; ;69;Married;High school graduate (grade 12 or GED certificate);Retired;$30,000 to under $40,000;186,2
103875;Urban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;2; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ;74;Married;Some college, no 4-year degree (includes associate degree);Retired; ;186,2
103877;Suburban;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;1;3;Agree;Agree;Agree;Disagree;Agree;No, have never done this;Yes;6; ;49;Married;Some college, no 4-year degree (includes associate degree);Employed part-time;$100,000 to under $150,000;186,3
103879;Urban;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;2;2;Agree;Agree;Agree;Agree;Agree;No, have never done this;No; ; ;30;Living with a partner;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;186,4
103895;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;47;Married;Some college, no 4-year degree (includes associate degree);Employed full-time; ;186,4
103903;Suburban;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;8;4;Agree;Agree;Agree; ;Agree;No, have never done this; ; ; ;38;Separated;College graduate (B.S., B.A., or other 4-year degree);Employed full-time;$75,000 to under $100,000;186,4
103909;Suburban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;2; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;38;Living with a partner;Technical, trade or vocational school AFTER high school;Employed full-time;$50,000 to under $75,000;186,6
103911;Suburban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;4; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ; ;Widowed;Some college, no 4-year degree (includes associate degree);Retired; ;186,6
103913;Rural;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;3;1;Agree;Agree;Agree;Disagree;Agree;No, have never done this; ; ; ;67;Married;High school graduate (grade 12 or GED certificate);Retired;$50,000 to under $75,000;186,7
103915;Rural;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;Widowed;High school graduate (grade 12 or GED certificate);Not employed for pay; ;186,7
103922;Rural;Male;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;6;50;Agree;Agree;Agree;Agree;Agree;No, have never done this;No; ; ;20;Never been married;Some college, no 4-year degree (includes associate degree);Employed part-time;$50,000 to under $75,000;186,8
103925;Urban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;82;Married;Some college, no 4-year degree (includes associate degree);Retired;$30,000 to under $40,000;186,9
103929;Rural;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;4;6;Agree;Agree;Disagree;Agree;Agree;No, have never done this;No; ; ;53;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;187,1
103930;Urban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;53;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$75,000 to under $100,000;187,3
103931;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;3; ;Agree; ;Disagree;Disagree;Agree;No, have never done this; ; ; ;85;Married;High school graduate (grade 12 or GED certificate);Retired;$50,000 to under $75,000;187,4
103942;Urban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;6; ;Agree;Agree;Disagree;Disagree;Agree;Phone can NOT download apps;No; ; ;61;Married;College graduate (B.S., B.A., or other 4-year degree);Employed full-time; ;187,4
103948;Urban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;51;Single;College graduate (B.S., B.A., or other 4-year degree);Not employed for pay;$40,000 to under $50,000;187,4
103949;Urban;Male;Yes;No;No;Yes;Yes;No;Yes;No; ; ; ; ; ; ; ;7; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;Yes; ; ;47;Married;College graduate (B.S., B.A., or other 4-year degree);Retired;$150,000 or more;187,5
103956;Urban;Female;Yes;No;Yes;No;No;No;Yes;No; ; ; ; ; ; ; ;2;0;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;22;Never been married;High school incomplete (grades 9-11);Not employed for pay;Less than $10,000;187,5
103963;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;8; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;42;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$50,000 to under $75,000;187,5
103966;Urban;Female;Yes;No;No;Yes;Yes;No;No;No; ; ; ; ; ; ; ;5; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;63;Divorced;Some college, no 4-year degree (includes associate degree);Retired;$50,000 to under $75,000;187,5
103967;Suburban;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;15;1;Agree;Agree;Disagree;Disagree;Disagree;No, have never done this;Yes; ; ;57;Married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Retired;$75,000 to under $100,000;187,6
103974;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;89;Widowed;Some college, no 4-year degree (includes associate degree);Retired; ;187,6
103979;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;97;Widowed;High school graduate (grade 12 or GED certificate);Retired;Less than $10,000;187,6
103981;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;61;Living with a partner;College graduate (B.S., B.A., or other 4-year degree);Not employed for pay;$10,000 to under $20,000;187,7
103983;Urban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;56;Never been married;High school graduate (grade 12 or GED certificate);Retired;Less than $10,000;187,7
103986;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70;Divorced;Some college, no 4-year degree (includes associate degree);Retired;$10,000 to under $20,000;187,8
103989;Suburban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this;No; ; ;60;Married;Some college, no 4-year degree (includes associate degree);Retired; ;187,8
103998;Urban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;84;Widowed;High school graduate (grade 12 or GED certificate);Not employed for pay;$30,000 to under $40,000;187,8
104002;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;86;Married;College graduate (B.S., B.A., or other 4-year degree);Retired;$40,000 to under $50,000;187,9
104009;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;Widowed;High school graduate (grade 12 or GED certificate);Retired; ;188
104013;Rural;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this;No; ; ;53;Married;High school graduate (grade 12 or GED certificate);Not employed for pay;$40,000 to under $50,000;188
104015;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;Married;High school graduate (grade 12 or GED certificate);Retired;$30,000 to under $40,000;188
104025;Urban;Female;Yes;No;Yes;Yes;Yes;No;Yes;No; ; ; ; ; ; ; ;12;500;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;Yes;2; ;18;Never been married;High school incomplete (grades 9-11);Employed part-time;$30,000 to under $40,000;188,1
104049;Rural;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;2; ;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;No; ; ;74;Widowed;Some college, no 4-year degree (includes associate degree);Retired;$20,000 to under $30,000;188,1
104052;Suburban;Male;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;2; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this;No; ; ;67;Married;Some college, no 4-year degree (includes associate degree);Employed part-time;$40,000 to under $50,000;188,2
104060;Suburban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;48;Married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$50,000 to under $75,000;188,2
104069;Rural;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;0;0;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;46;Married;Some college, no 4-year degree (includes associate degree);Not employed for pay;$40,000 to under $50,000;188,3
104076;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;57;Married;Some college, no 4-year degree (includes associate degree);Employed full-time;$50,000 to under $75,000;188,3
104082;Rural;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;3; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;73;Married;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$30,000 to under $40,000;188,4
104087;Urban;Female;Yes;No;Yes;Yes;No;No;Yes;No; ; ; ; ; ; ; ;3;3;Agree;Agree;Disagree;Agree;Agree;No, have never done this;Yes; ; ;43;Married;High school graduate (grade 12 or GED certificate);Not employed for pay; ;188,4
104098;Urban;Female;Yes;No;No;No;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Disagree;Disagree;Disagree;Agree;No, have never done this;No; ; ;81;Widowed;High school graduate (grade 12 or GED certificate);Retired;$150,000 or more;188,6
104113;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;83;Widowed;None, or grades 1-8;Retired; ;188,8
104118;Suburban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;39;Married;High school graduate (grade 12 or GED certificate);Employed part-time;Less than $10,000;188,8
104119;Urban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;8; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this;No; ; ;77;Married;Technical, trade or vocational school AFTER high school;Retired; ;188,9
104120;Rural;Female;Yes;No;Yes;No;No;No;No;No; ; ; ; ; ; ; ;5;0;Agree;Agree;Disagree;Disagree;Agree;No, have never done this; ; ; ;53;Married;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$100,000 to under $150,000;188,9
104121;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;Married;College graduate (B.S., B.A., or other 4-year degree);Retired;$50,000 to under $75,000;188,9
104124;Rural;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;72;Never been married;Post-graduate training/professional school after college (toward a Masters/Ph.D., Law or Medical school);Retired;$30,000 to under $40,000;189
104127;Urban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;67;Married;Some college, no 4-year degree (includes associate degree);Retired;$50,000 to under $75,000;189
104128;Suburban;Male;Yes;No;Yes;No;No;No;No;No; ; ; ; ; ; ; ;3;5;Agree;Agree;Disagree;Disagree;Agree;No, have never done this;No; ; ;25;Married;Some college, no 4-year degree (includes associate degree);Employed full-time; ;189
104130;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;Widowed;High school graduate (grade 12 or GED certificate);Disabled;Less than $10,000;189,1
104134;Rural;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;49;Never been married;High school graduate (grade 12 or GED certificate);Employed full-time;$10,000 to under $20,000;189,2
104138;Suburban;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;1; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;60;Married;High school graduate (grade 12 or GED certificate);Retired;$50,000 to under $75,000;189,3
104140;Rural;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;Married;High school graduate (grade 12 or GED certificate);Retired;$50,000 to under $75,000;189,4
104141;Rural;Female;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;6;2;Agree;Agree;Disagree;Neither agree nor disagree/Agree some-Disagree some;Agree;No, have never done this;No; ; ;51;Married;College graduate (B.S., B.A., or other 4-year degree);Employed part-time;$100,000 to under $150,000;189,4
104142;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;65;Married;Technical, trade or vocational school AFTER high school;Retired; ;189,4
104158;Rural;Male;Yes;No;Yes;Yes;No;No;No;No; ; ; ; ; ; ; ;2;1;Agree;Agree;Disagree;Disagree;Disagree;Phone can NOT download apps;No; ; ;53;Married;High school graduate (grade 12 or GED certificate);Employed full-time;$100,000 to under $150,000;189,4
104162;Rural;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;5; ;Agree;Agree;Agree;Disagree;Agree;No, have never done this;No; ; ;60;Married;Some college, no 4-year degree (includes associate degree);Employed part-time;$30,000 to under $40,000;189,5
104164;Suburban;Male;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Married; ;Not employed for pay;$30,000 to under $40,000;189,5
104168;Rural;Female;Yes;No;No;Yes;No;No;No;No; ; ; ; ; ; ; ;0; ;Agree;Disagree;Agree;Disagree;Agree;No, have never done this; ; ; ;74;Widowed;Technical, trade or vocational school AFTER high school;Retired;$20,000 to under $30,000;189,5
104170;Suburban;Female;No; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;80;Widowed;None, or grades 1-8;Retired; ;189,5
